OBJECTID_1,OBJECTID,Codfavela,Nome,Cod_Comple,Complexo,Flag_Ativa,Data_Cadas,Data_saida,Data_Alter,Porte,UPP,ShapeSTArea,ShapeSTLength,Pop_SABREN,Dom_SABREN,Fonte,Bairro_,RP,RA,AP,Shape_ST_1,Shape_ST_2
743,744,930,Vitória de Manguinhos,2026,Manguinhos,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Manguinhos - Arará/Mandela,6001.84521484375,608.410592833903,1277,368,IPP com base em IBGE - Censo Demográfico 2010,0,3.1,10,3,608.41059283,6001.84558899
744,745,47,Barreira do Vasco,0,Isolada,1,1981-03-12T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Barreira do Vasco / Tuiuti,112813.791992188,1927.8885886848,7949,2699,IBGE - Censo Demográfico 2010,0,1.1,7,1,1927.88858868,112813.79166
745,746,6,Parque São Sebastião,2001,Ladeira dos Funcionários,1,1981-02-28T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Caju,20682.994140625,1109.62659567187,1403,417,IBGE - Censo Demográfico 2010,0,1.1,1,1,1109.62659567,20682.9927325
746,747,1,Ladeira dos Funcionários,2001,Ladeira dos Funcionários,1,1981-02-21T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Caju,35990.3891601562,1746.9909561486,1119,324,IBGE - Censo Demográfico 2010,0,1.1,1,1,1746.99095616,35990.3899966
747,748,4,Parque Boa Esperança (RA - Portuária),0,Isolada,1,1981-07-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Caju,102069.022460938,1869.84160490439,5065,1558,IBGE - Censo Demográfico 2010,0,1.1,1,1,1869.8416049,102069.02361
748,749,58,Parque Vitória,2002,Parque Alegria,1,1981-09-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Caju,16850.7275390625,1211.73808855501,1784,555,IBGE - Censo Demográfico 2010,0,1.1,1,1,1211.73808856,16850.7277268
749,750,53,Parque Alegria,2002,Parque Alegria,1,1981-07-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Caju,24809.791015625,1511.27928692096,1493,505,IBGE - Censo Demográfico 2010,0,1.1,1,1,1511.27928693,24809.7942134
750,751,61,Vila Arará,2011,Vila Arará,1,1981-03-09T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Manguinhos - Arará/Mandela,81434.4526367188,1728.22550861574,5119,1567,IBGE - Censo Demográfico 2010,0,1.1,7,1,1728.22550861,81434.4525901
751,752,784,Mandela de Pedra,2026,Manguinhos,1,2003-02-04T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Manguinhos - Arará/Mandela,27948.9365234375,2094.88453528914,4196,1162,IPP com base em IBGE - Censo Demográfico 2010,0,3.1,10,3,2094.88453529,27948.9348201
752,753,98,Parque Carlos Chagas,2026,Manguinhos,1,1981-03-31T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Manguinhos,24250.234375,1514.06224709699,1152,353,IBGE - Censo Demográfico 2010,0,3.1,10,3,1514.0622471,24250.2359878
753,754,155,Rua Itabirito,2046,Morro do Urubu,1,1981-07-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,18066.8745117188,1177.15713636537,398,129,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,1177.15713637,18066.8716858
754,755,958,Vila Operária Luiz Carlos Prestes,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4796.10009765625,291.927827926961,237,74,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,291.92782793,4796.09987645
755,756,219,"Rua Baleares, nº 172 - Rua Amália, nº 286",2056,Rua Baleares,1,1981-10-05T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,41816.7890625,1575.8579212965,1122,356,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,1575.85792129,41816.7884047
756,757,145,Morro do Trajano,0,Isolada,1,1981-06-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,8827.11865234375,601.65664796697,806,223,IBGE - Censo Demográfico 2010,0,3.2,13,3,601.65664797,8827.11891475
757,758,160,Teixeira Bastos,0,Isolada,1,1981-07-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1855.123046875,186.171583947934,61,20,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,186.17158395,1855.12334375
758,759,781,Malvinas,0,Isolada,1,2003-01-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5230.13671875,326.033945011963,186,43,IBGE - Censo Demográfico 2010,0,3.2,13,3,326.03394501,5230.13717691
759,760,1092,Vila União (RA - Méier),0,Isolada,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5092.90234375,339.751322766525,195,57,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,339.75132276,5092.90325838
760,761,1093,Portelinha,2147,Marlene,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Jacarezinho,2078.09912109375,198.175426108177,112,39,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,198.17542611,2078.09901255
761,762,142,Marlene,2147,Marlene,1,1981-07-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Jacarezinho,10217.8891601562,546.844250833976,719,234,IBGE - Censo Demográfico 2010,0,3.2,13,3,546.84425083,10217.8902158
762,763,911,Antiga Company,2083,Jacarezinho,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Jacarezinho,1459.53125,161.801448780417,24,7,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,161.80144878,1459.53095924
763,764,910,"Engenheiro Alberto Moas, próxima ao nº 75",2083,Jacarezinho,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Jacarezinho,612.1376953125,109.625527438024,72,22,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,109.62552744,612.13783023
764,765,156,"Rua Matinoré, nº 163 (Fundos)",2083,Jacarezinho,1,1981-01-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Jacarezinho,1026.97509765625,130.926633982147,60,18,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,28,3,130.92663398,1026.97460146
765,766,489,Vila Matinoré,2083,Jacarezinho,1,1991-10-19T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Jacarezinho,5204.03662109375,466.996789282238,193,62,IBGE - Censo Demográfico 2010,0,3.2,28,3,466.99678929,5204.03715476
766,767,143,Morro da Caixa d'Água (RA - Méier),2046,Morro do Urubu,1,1981-07-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,48655.5263671875,1788.86866779153,662,216,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,1788.8686678,48655.5231585
767,768,136,Belém-Belém,0,Isolada,1,1981-07-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,16474.4326171875,973.245982950222,734,244,IBGE - Censo Demográfico 2010,0,3.2,13,3,973.24598295,16474.4343554
768,769,139,Conjunto Residencial Fernão Cardin,0,Isolada,1,1981-07-22T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,52075.6489257812,2107.07537849897,2416,775,IBGE - Censo Demográfico 2010,0,3.2,13,3,2107.0753785,52075.6469127
769,770,158,Seu Pedro,0,Isolada,1,1981-07-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5565.943359375,812.485289784091,185,61,IBGE - Censo Demográfico 2010,0,3.4,12,3,812.48528979,5565.94333363
770,771,1105,B-1,0,Isolada,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3167.2158203125,553.068620363084,88,25,IPP com base em IBGE - Censo Demográfico 2010,0,3.4,12,3,553.06862037,3167.21448146
771,772,1049,Comunidade do Pedrosa,2038,Parque União de Del Castilho,1,2009-03-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,13197.0830078125,523.749795957159,447,140,IBGE - Censo Demográfico 2010,0,3.4,12,3,523.74979596,13197.0826321
772,773,151,Parque União de Del Castilho,2038,Parque União de Del Castilho,1,1981-06-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,43667.7158203125,2550.58294881021,2136,630,IBGE - Censo Demográfico 2010,0,3.4,12,3,2550.58294881,43667.7163508
773,774,149,Parque Proletário Águia de Ouro,2145,Parque Proletário Águia de Ouro,1,1981-07-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,43941.1733398438,1614.56490920724,1169,418,IPP com base em IBGE - Censo Demográfico 2010,0,3.4,12,3,1614.5649092,43941.1710525
774,775,1090,Grefisa,2145,Parque Proletário Águia de Ouro,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,20749.2465820312,670.879075948358,246,107,IPP com base em IBGE - Censo Demográfico 2010,0,3.4,12,3,670.87907595,20749.2458844
775,776,138,Chácara de Del Castilho,0,Isolada,1,1981-07-21T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,32649.4829101562,1046.09748866047,2489,757,IPP com base em IBGE - Censo Demográfico 2010,0,3.4,12,3,1046.09748866,32649.481444
776,777,99,Parque Félix Ferreira,0,Isolada,1,1981-04-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,13388.8999023438,822.914064752656,773,248,IBGE - Censo Demográfico 2010,0,3.4,12,3,822.91406476,13388.9001073
777,778,399,Vila Maria,0,Isolada,1,1983-09-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,10791.1411132812,731.430902646007,726,236,IBGE - Censo Demográfico 2010,0,3.4,12,3,731.43090265,10791.1418692
778,779,491,Carlos Drumond de Andrade,2083,Jacarezinho,1,1991-11-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Jacarezinho,6103.04296875,342.98202700434,316,93,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,28,3,342.98202701,6103.04280893
779,780,490,Vila Jandira,2083,Jacarezinho,1,1991-11-04T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Jacarezinho,9602.17919921875,683.79732970801,503,152,IBGE - Censo Demográfico 2010,0,3.2,28,3,683.79732971,9602.17912643
780,781,782,"Vila da Rua Viúva Cláudio, nº 211",2083,Jacarezinho,1,2003-01-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Jacarezinho,1923.78515625,199.920855870989,622,185,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,199.92085587,1923.78514514
781,782,152,Pica Pau Amarelo,2146,Pica Pau Amarelo,1,1981-07-31T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Jacarezinho,11757.5576171875,761.143129284309,495,133,IBGE - Censo Demográfico 2010,0,3.2,13,3,761.14312928,11757.557665
782,783,159,Tautá,2083,Jacarezinho,1,1981-07-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Jacarezinho,6337.70556640625,498.217828737818,395,124,IBGE - Censo Demográfico 2010,0,3.2,28,3,498.21782874,6337.7039578
783,784,153,"Praça Marimbá, 60 (Fundos)",0,Isolada,1,1981-08-11T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Jacarezinho,2598.994140625,287.386007531686,102,35,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,28,3,287.38600753,2598.99550138
784,785,442,Tancredo Neves (RA - Jacarezinho),2083,Jacarezinho,1,1990-02-12T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Jacarezinho,11940.4545898438,739.535107887693,988,308,IBGE - Censo Demográfico 2010,0,3.2,28,3,739.53510789,11940.4549356
785,786,441,Rua São João,2083,Jacarezinho,1,1990-02-07T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Jacarezinho,19011.818359375,1005.66601425324,887,266,IBGE - Censo Demográfico 2010,0,3.2,28,3,1005.66601425,19011.8182962
786,787,141,Jacarezinho,2083,Jacarezinho,1,1981-12-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Jacarezinho,373047.870117188,4520.51997190514,30037,8901,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,28,3,4520.5199719,373047.86882
787,788,162,Vila União (RA - São Cristóvão),2026,Manguinhos,1,1981-03-19T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Manguinhos,20879.00390625,1403.02559160899,994,324,IBGE - Censo Demográfico 2010,0,1.1,7,1,1403.02559161,20879.0045886
788,789,85,Chp-2,2026,Manguinhos,1,1982-03-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Manguinhos,72538.8740234375,2513.92871328773,3908,1136,IBGE - Censo Demográfico 2010,0,3.1,10,3,2513.92871329,72538.8723187
789,790,100,Parque João Goulart,2026,Manguinhos,1,1982-04-06T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Manguinhos,14392.2885742188,1135.78116390217,3758,950,IPP com base em IBGE - Censo Demográfico 2010,0,3.1,10,3,1135.78116389,14392.2879867
790,791,112,Vila Turismo,2026,Manguinhos,1,1981-04-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Manguinhos,74445.568359375,1817.55999808099,4748,1604,IBGE - Censo Demográfico 2010,0,3.1,10,3,1817.55999808,74445.5687965
791,792,912,"Avenida Menezes Cortes, nº 12",0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,sem informação,N,4930.8603515625,424.076165913464,0,0, ,0,4.1,16,4,424.07616591,4930.8612867
792,793,67,Indiana,0,Isolada,1,1981-04-28T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Borel,13426.86328125,830.424379974126,887,298,IBGE - Censo Demográfico 2010,0,2.2,8,2,830.42437997,13426.8624254
793,794,76,Borda do Mato,2022,Parque João Paulo II,1,1981-05-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Andaraí,29809.6694335938,1109.2119118767,420,131,IBGE - Censo Demográfico 2010,0,2.2,9,2,1109.21191188,29809.6682261
794,795,81,Nova Divinéia,2022,Parque João Paulo II,1,1981-04-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Andaraí,51777.2568359375,1368.03311192546,1975,627,IBGE - Censo Demográfico 2010,0,2.2,9,2,1368.03311192,51777.2562172
795,796,79,Morro do Cruz,2024,Morro do Cruz,1,1981-04-07T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Borel,32318.96484375,886.825703349131,1355,414,IBGE - Censo Demográfico 2010,0,2.2,9,2,886.82570335,32318.9658531
796,797,66,França Junior,2024,Morro do Cruz,1,1988-08-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,6068.49267578125,426.847495877186,156,51,IBGE - Censo Demográfico 2010,0,2.2,8,2,426.84749588,6068.49223651
797,798,77,Buraco Quente,2024,Morro do Cruz,1,1982-02-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Borel,12351.1616210938,668.303608020919,176,59,IBGE - Censo Demográfico 2010,0,2.2,9,2,668.30360802,12351.1613216
798,799,69,Morro da Casa Branca,2021,Borel,1,1981-04-13T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Borel,80061.4575195312,1417.45415286764,2539,723,IBGE - Censo Demográfico 2010,0,2.2,8,2,1417.45415286,80061.4572976
799,800,82,Parque João Paulo II,2022,Parque João Paulo II,1,1981-05-26T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Andaraí,51358.603515625,2754.9935518765,2615,810,IBGE - Censo Demográfico 2010,0,2.2,9,2,2754.99355188,51358.6060706
800,801,78,Jamelão,2025,Andaraí,1,1981-04-28T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Andaraí,86542.7275390625,3310.45320316711,943,262,IBGE - Censo Demográfico 2010,0,2.2,9,2,3310.45320317,86542.7262881
801,802,492,Morro do Andaraí,2025,Andaraí,1,1990-02-19T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Andaraí,81757.9819335938,1830.52645006349,1760,557,IBGE - Censo Demográfico 2010,0,2.2,9,2,1830.52645006,81757.9811087
802,803,438,André Cavalcanti,0,Isolada,1,1990-02-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3415.8193359375,248.369434065678,153,55,IPP com base em IBGE - Censo Demográfico 2010,0,1.1,23,1,248.36943407,3415.8196113
803,804,439,Ladeira Santa Isabel,0,Isolada,1,1990-02-05T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1536.52197265625,167.685994456497,32,12,IPP com base em IBGE - Censo Demográfico 2010,0,1.1,23,1,167.68599445,1536.52170371
804,805,354,Francisco de Castro,0,Isolada,1,1981-12-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1612.3486328125,174.558092098289,49,11,IPP com base em IBGE - Censo Demográfico 2010,0,1.1,23,1,174.5580921,1612.34774066
805,806,40,Vila Benjamim Constant,0,Isolada,1,1981-06-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,12641.15234375,462.985676646671,416,143,IBGE - Censo Demográfico 2010,0,2.1,4,2,462.98567665,12641.1529989
806,807,1054,"Rua Álvaro Ramos, nº 499",0,Isolada,1,2009-03-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1815.1865234375,264.247386949894,132,46,IPP com base em IBGE - Censo Demográfico 2010,0,2.1,4,2,264.24738695,1815.18738495
807,808,1055,"Rua Álvaro Ramos, nº 535",0,Isolada,1,2009-03-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4018.41796875,287.613409047594,66,23,IPP com base em IBGE - Censo Demográfico 2010,0,2.1,4,2,287.61340905,4018.41826929
808,809,28,Morro Azul,0,Isolada,1,1981-05-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,21545.6313476562,968.310731907998,1183,362,IBGE - Censo Demográfico 2010,0,2.1,4,2,968.31073191,21545.6312523
809,810,30,Tavares Bastos,0,Isolada,1,1981-05-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,28135.0712890625,996.710321000973,1099,337,IBGE - Censo Demográfico 2010,0,2.1,4,2,996.710321,28135.0732396
810,811,34,Vila Santo Amaro,0,Isolada,1,1981-05-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,36703.7807617188,1104.12735680715,2166,649,IBGE - Censo Demográfico 2010,0,2.1,4,2,1104.12735681,36703.7793233
811,812,440,Fazenda Catete,0,Isolada,1,1990-02-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,25522.833984375,1369.5607656513,515,174,IBGE - Censo Demográfico 2010,0,1.1,23,1,1369.56076565,25522.8326414
812,813,35,Babilônia,2017,Babilônia,1,1981-07-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Chapéu Mangueira / Babilônia,85955.486328125,2269.93664791904,2451,777,IBGE - Censo Demográfico 2010,0,2.1,5,2,2269.93664794,85955.4858992
813,814,25,Humaitá,0,Isolada,1,1981-06-05T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5150.8779296875,397.927156780304,309,90,IBGE - Censo Demográfico 2010,0,2.1,4,2,397.92715677,5150.87695669
814,815,29,Morro Santa Marta,0,Isolada,1,1981-11-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Santa Marta,54305.1494140625,1170.50583507335,3908,1176,IBGE - Censo Demográfico 2010,0,2.1,4,2,1170.50583507,54305.1476286
815,816,359,Travessa Vista Alegre,0,Isolada,1,1981-06-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1818.88232421875,194.435765356682,154,51,IBGE - Censo Demográfico 2010,0,1.1,23,1,194.43576536,1818.8803219
816,817,1095,"Rua Coqueiros, nº 10",0,Isolada,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1952.65771484375,200.825711797396,119,41,IPP com base em IBGE - Censo Demográfico 2010,0,1.1,23,1,200.8257118,1952.65774393
817,818,32,Vila da Imaculada Conceição,0,Isolada,1,1981-05-28T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,6581.80859375,712.246561365309,151,49,IPP com base em IBGE - Censo Demográfico 2010,0,2.1,4,2,712.24656137,6581.80945794
818,819,862,Rua Emilio Berla Lote 14,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3803.69677734375,374.457464568333,29,13,IPP com base em IBGE - Censo Demográfico 2010,0,2.1,5,2,374.45746457,3803.69503133
819,820,39,Pavão-Pavãozinho,2018,Cantagalo,1,1981-07-12T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Pavão-Pavãozinho / Cantagalo,65041.5893554688,1474.64361163593,5567,1840,IBGE - Censo Demográfico 2010,0,2.1,5,2,1474.64361164,65041.5863541
820,821,42,Morro do Cantagalo,2018,Cantagalo,1,1981-07-30T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Pavão-Pavãozinho / Cantagalo,65999.7592773438,1716.66634573128,4771,1428,IBGE - Censo Demográfico 2010,0,2.1,6,2,1716.66634572,65999.7593448
821,822,41,Chácara do Céu,0,Isolada,1,1981-08-07T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Vidigal / Chácara do Céu,20943.4755859375,788.678999664395,694,214,IBGE - Censo Demográfico 2010,0,2.1,6,2,788.67899967,20943.4750035
822,823,46,Vila Parque da Cidade,0,Isolada,1,1981-08-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Rocinha,40745.982421875,1016.97895772506,1924,623,IBGE - Censo Demográfico 2010,0,2.1,6,2,1016.97895772,40745.9835937
823,824,45,Vidigal,0,Isolada,1,1981-11-10T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Vidigal / Chácara do Céu,294841.637207031,3464.40093100363,9677,3234,IBGE - Censo Demográfico 2010,0,2.1,6,2,3464.400931,294841.635208
824,825,43,Rocinha,0,Isolada,1,1982-05-26T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Rocinha,837141.528320312,8214.92470390191,69156,23347,IBGE - Censo Demográfico 2010,0,2.1,27,2,8214.9247039,837141.52751
825,826,721,Do Horto,0,Isolada,1,2004-01-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,62539.4741210938,3116.82153193022,970,286,IBGE - Censo Demográfico 2010,0,2.1,6,2,3116.82153193,62539.4749753
826,827,825,Morro da Saudade,2016,Mangueira (RA - Botafogo),1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Tabajaras / Cabritos,1669.86767578125,359.2448680626,63,19,IPP com base em IBGE - Censo Demográfico 2010,0,2.1,4,2,359.24486806,1669.86721256
827,828,27,Mangueira (RA - Botafogo),2016,Mangueira (RA - Botafogo),1,1981-06-05T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Tabajaras / Cabritos,11201.5400390625,596.393024751145,375,121,IBGE - Censo Demográfico 2010,0,2.1,4,2,596.39302476,11201.5391913
828,829,863,"Ladeira dos Tabajaras, nº 248",2019,Morro dos Cabritos,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Tabajaras / Cabritos,5320.29296875,555.18547928184,77,25,IPP com base em IBGE - Censo Demográfico 2010,0,2.1,5,2,555.18547927,5320.29242
829,830,1017,"Ladeira dos Tabajaras, nº 256",2019,Morro dos Cabritos,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Tabajaras / Cabritos,5450.62939453125,588.38117554514,77,25,IPP com base em IBGE - Censo Demográfico 2010,0,2.1,5,2,588.38117554,5450.62851107
830,831,37,Ladeira dos Tabajaras,2019,Morro dos Cabritos,1,1981-06-11T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Tabajaras / Cabritos,20394.5991210938,1944.72675927287,1049,325,IPP com base em IBGE - Censo Demográfico 2010,0,2.1,4,2,1944.72675927,20394.5982514
831,832,38,Morro dos Cabritos,2019,Morro dos Cabritos,1,1981-07-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Tabajaras / Cabritos,105144.236816406,3142.98789650565,2598,885,IBGE - Censo Demográfico 2010,0,2.1,5,2,3142.98789653,105144.236239
832,833,976,Matinha (RA - Rocinha),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1693.03466796875,245.46060311891,195,52,IBGE - Censo Demográfico 2010,0,2.1,27,2,245.46060312,1693.03358906
833,834,375,Vila Canoas,2020,Vila Canoas,1,1981-09-22T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,10561.8002929688,651.925453905927,758,254,IBGE - Censo Demográfico 2010,0,2.1,6,2,651.9254539,10561.8007517
834,835,446,Vila Pedra Bonita,2020,Vila Canoas,1,1990-02-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,10868.7802734375,560.006137143835,207,55,IBGE - Censo Demográfico 2010,0,2.1,6,2,560.00613714,10868.7811523
835,836,775,Açude da Solidão,0,Isolada,1,2002-12-13T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3314.853515625,262.282328781398,60,20,IPP com base em IBGE - Censo Demográfico 2010,0,2.2,8,2,262.28232878,3314.85319374
836,837,774,Vale Encantado,0,Isolada,1,2002-12-13T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,6306.51416015625,387.23525672433,45,12,IPP com base em IBGE - Censo Demográfico 2010,0,2.2,8,2,387.23525672,6306.5135594
837,838,805,Rua Rodrigo da Silva (altura do nº 91),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1964.5029296875,208.13343088879,30,10,IPP com base em IBGE - Censo Demográfico 2010,0,2.2,8,2,208.13343089,1964.50272383
838,839,806,Estrada do Soberbo (altura do nº 176),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5885.71826171875,446.494024251911,29,13,IPP com base em IBGE - Censo Demográfico 2010,0,2.2,8,2,446.49402425,5885.7193586
